anime_id,title_english,type,episodes,status,duration,rating,score,rank,popularity,premiered
11013,Inu X Boku Secret Service,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.63,1274,231,Winter 2012
2104,My Bride is a Mermaid,TV,26,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.89,727,366,Spring 2007
5262,Shugo Chara!! Doki,TV,51,Finished Airing,24 min. per ep.,PG - Children,7.55,1508,1173,Fall 2008
721,Princess Tutu,TV,38,Finished Airing,16 min. per ep.,PG-13 - Teens 13 or older,8.21,307,916,Summer 2002
12365,Bakuman.,TV,25,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.67,50,426,Fall 2012
6586,,TV,50,Finished Airing,24 min. per ep.,G - All Ages,8.03,526,1630,Fall 2009
178,Ultramaniac - Magical Girl,TV,26,Finished Airing,24 min. per ep.,G - All Ages,7.26,2594,2490,Spring 2003
2787,Shakugan no Shana: Season II,TV,24,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.72,1066,332,Fall 2007
4477,,TV,11,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,8.24,281,988,Fall 2008
853,Ouran High School Host Club,TV,26,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,8.34,205,69,Spring 2006
4814,Junjo Romantica 2,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.15,374,799,Fall 2008
7054,Maid Sama!,TV,26,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.2,314,71,Spring 2010
1557,Shonen Onmyoji,TV,26,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,7.68,1158,1793,Fall 2006
7518,,Music,1,Finished Airing,2 min.,G - All Ages,5.79,7814,8069,
11123,Sekai Ichi Hatsukoi - World&#039;s Greatest First Love 2,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.23,288,945,Fall 2011
14227,My Little Monster,TV,13,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.71,1093,88,Fall 2012
269,Bleach,TV,366,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.9,693,18,Fall 2004
59,Chobits,TV,26,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.53,1546,188,Spring 2002
6045,Kimi ni Todoke: From Me to You,TV,25,Finished Airing,22 min. per ep.,PG-13 - Teens 13 or older,8.13,400,111,Fall 2009
1735,Naruto: Shippuden,TV,500,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,8.18,337,20,Winter 2007
4250,That is an UFO! The Flying Saucer,Movie,1,Finished Airing,15 min.,PG - Children,4.85,9171,8951,
210,Ranma ½,TV,161,Finished Airing,24 min. per ep.,R+ - Mild Nudity,7.85,802,623,Spring 1989
4224,Toradora!,TV,25,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.39,174,13,Fall 2008
10030,Bakuman.,TV,25,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.49,108,374,Fall 2011
74,Gakuen Alice,TV,26,Finished Airing,25 min. per ep.,G - All Ages,7.77,941,1291,Fall 2004
4722,Skip Beat!,TV,25,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.24,282,488,Fall 2008
14397,,TV,25,Finished Airing,22 min. per ep.,PG-13 - Teens 13 or older,8.47,116,757,Winter 2013
16642,,OVA,2,Finished Airing,26 min. per ep.,Rx - Hentai,7.03,,4667,
10800,Chihayafuru,TV,25,Finished Airing,22 min. per ep.,PG-13 - Teens 13 or older,8.29,246,348,Fall 2011
3731,ItaKiss,TV,25,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.7,1108,473,Spring 2008
9513,Beelzebub,TV,60,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.02,528,208,Winter 2011
5835,,TV,39,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.87,753,1654,Spring 2009
9863,SKET Dance,TV,77,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.33,213,646,Spring 2011
7817,Yamada&#039;s First Time: B Gata H Kei,TV,12,Finished Airing,24 min. per ep.,R+ - Mild Nudity,7.1,3193,285,Spring 2010
34785,,ONA,1,Finished Airing,3 min.,G - All Ages,5,12359,13787,
966,Shin Chan,TV,0,Currently Airing,21 min.,PG - Children,7.73,1032,1937,Spring 1992
120,Fruits Basket,TV,26,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.77,939,222,Summer 2001
957,The Story of Saiunkoku,TV,39,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,8.04,512,1313,Spring 2006
21,One Piece,TV,0,Currently Airing,24 min.,PG-13 - Teens 13 or older,8.54,91,35,Fall 1999
1974,Glass Mask,TV,51,Finished Airing,25 min. per ep.,G - All Ages,8.18,333,2523,Spring 2005
857,Air Gear,TV,25,Finished Airing,24 min. per ep.,R+ - Mild Nudity,7.64,1233,297,Spring 2006
7605,,TV,200,Finished Airing,10 min. per ep.,PG - Children,6.39,6043,10418,Fall 1989
1914,Tales of Saiunkoku,TV,39,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,8.16,362,2233,Spring 2007
249,InuYasha,TV,167,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.9,697,141,Fall 2000
6645,Chu-Bra,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.3,6380,1858,Winter 2010
5690,,TV,11,Finished Airing,22 min. per ep.,PG-13 - Teens 13 or older,8.34,203,995,Winter 2010
1571,Ghost Hunt,TV,25,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,7.92,656,527,Fall 2006
11759,Accel World,TV,24,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.53,1545,103,Spring 2012
11547,,TV,26,Finished Airing,3 min. per ep.,PG-13 - Teens 13 or older,6.2,6763,5316,Fall 2011
7674,Bakuman.,TV,25,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.32,216,172,Fall 2010
1698,Nodame Cantabile,TV,23,Finished Airing,22 min. per ep.,PG-13 - Teens 13 or older,8.41,163,381,Winter 2007
14713,Kamisama Kiss,TV,13,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.14,383,259,Fall 2012
232,Cardcaptor Sakura,TV,70,Finished Airing,25 min. per ep.,PG - Children,8.21,297,292,Spring 1998
233,,TV,78,Finished Airing,25 min. per ep.,G - All Ages,7.78,919,3045,Spring 2000
33185,,Movie,1,Not yet aired,Unknown,R - 17+ (violence & profanity),0,,5215,
9656,Kimi ni Todoke: From Me To You 2,TV,12,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,8.12,412,322,Winter 2011
9926,Sekai Ichi Hatsukoi - World&#039;s Greatest First Love,TV,12,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,8.07,469,701,Spring 2011
2564,,TV,12,Finished Airing,24 min. per ep.,G - All Ages,6.49,5635,3214,Summer 2007
3092,Junjo Romantica,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.99,568,568,Spring 2008
1579,La corda d&#039;oro: primo passo,TV,25,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.63,1273,1138,Fall 2006
32370,D.Gray-man HALLOW,TV,13,Finished Airing,24 min. per ep.,R - 17+ (violence & profanity),7.92,655,795,Summer 2016
9389,,OVA,1,Finished Airing,57 min.,G - All Ages,6.29,6435,10547,
34152,,OVA,1,Finished Airing,25 min.,R - 17+ (violence & profanity),7.4,2049,2044,
9998,,OVA,1,Finished Airing,44 min.,PG-13 - Teens 13 or older,6,9895,11667,
153,The Twelve Kingdoms,TV,45,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,8.13,399,1016,Spring 2002
27417,,OVA,1,Finished Airing,11 min.,PG-13 - Teens 13 or older,6.04,7260,2721,
5588,,OVA,2,Finished Airing,30 min. per ep.,Rx - Hentai,5.34,,9817,
23903,,ONA,1,Finished Airing,2 min.,R - 17+ (violence & profanity),5.87,7654,9602,
13247,,Special,1,Finished Airing,10 min.,PG-13 - Teens 13 or older,6.87,4041,6950,
33398,,TV,0,Currently Airing,1 min.,,3.44,11426,10123,Summer 2016
1051,Blue Submarine No. 6,OVA,4,Finished Airing,32 min. per ep.,PG-13 - Teens 13 or older,7.14,3026,1950,
12447,,Special,6,Finished Airing,9 min. per ep.,PG-13 - Teens 13 or older,6.15,6924,3977,
3294,Combining Squadron Mechander Robo,TV,35,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,6.17,6851,9869,Spring 1977
1381,,Special,1,Finished Airing,1 hr. 30 min.,PG-13 - Teens 13 or older,7.35,2254,6165,
28023,,Movie,1,Finished Airing,17 min.,G - All Ages,7.17,12515,13378,
8022,Letter Bee Academy,Special,25,Finished Airing,3 min. per ep.,PG-13 - Teens 13 or older,7.42,1953,4119,
32666,,ONA,1,Finished Airing,4 min.,G - All Ages,4.32,11629,12944,
33775,Soul Buster,TV,12,Finished Airing,13 min. per ep.,PG-13 - Teens 13 or older,5.91,7553,2963,Fall 2016
20667,,Special,1,Finished Airing,10 min.,PG-13 - Teens 13 or older,5.86,7674,8025,
37447,Le Cirque de Karakuri,TV,36,Not yet aired,Unknown,,0,,8300,
35277,,Movie,1,Finished Airing,1 hr. 36 min.,PG - Children,4.86,11408,13987,
14353,Death Billiards,Movie,1,Finished Airing,25 min.,R - 17+ (violence & profanity),8.01,542,637,
32747,,Music,1,Finished Airing,3 min.,PG - Children,5.85,7689,11594,
5235,,TV,51,Finished Airing,23 min. per ep.,PG - Children,6.86,4074,9003,Fall 2008
8154,Spooky Kitarou: The Strongest Ghost Army! Landing in Japan!!,Movie,1,Finished Airing,49 min.,G - All Ages,6.17,6853,10204,
5117,Legend of the Black Eye,OVA,5,Finished Airing,30 min. per ep.,Rx - Hentai,6.08,,8277,
26443,Triage X,TV,10,Finished Airing,23 min. per ep.,R+ - Mild Nudity,6.41,5978,1025,Spring 2015
30428,,Music,1,Finished Airing,2 min.,PG-13 - Teens 13 or older,5.3,8687,10265,
16251,,OVA,1,Finished Airing,46 min.,,5.73,7936,9879,
6777,The Evening Traveling,Music,1,Finished Airing,4 min.,G - All Ages,5.62,8152,9124,
35594,,Movie,1,Finished Airing,8 min.,,5.86,12762,10399,
36847,The Seven Heavenly Virtues,TV,10,Finished Airing,5 min. per ep.,R+ - Mild Nudity,5.2,8835,2533,Winter 2018
29765,,Movie,1,Finished Airing,4 min.,G - All Ages,6.26,6552,9665,
32561,Grimgar: Ashes and Illusions Special,Special,1,Finished Airing,11 min.,PG-13 - Teens 13 or older,6.65,4965,2146,
24275,,Special,4,Finished Airing,18 min. per ep.,G - All Ages,5.92,7526,8668,
29363,,Special,2,Finished Airing,45 min. per ep.,G - All Ages,6.41,12656,11258,
3669,,Movie,1,Finished Airing,45 min.,PG - Children,5.96,7431,8482,
1811,,OVA,2,Finished Airing,29 min. per ep.,R - 17+ (violence & profanity),5.63,8135,6716,
5036,,Special,7,Finished Airing,4 min. per ep.,PG-13 - Teens 13 or older,6.73,4624,7924,
9690,The Legend of the Legendary Heroes: Iris Report,Special,1,Finished Airing,23 min.,R - 17+ (violence & profanity),6.6,5192,3179,
9721,,OVA,1,Finished Airing,22 min.,Rx - Hentai,6.54,,4398,
812,Arjuna,TV,13,Finished Airing,26 min. per ep.,PG-13 - Teens 13 or older,6.95,3731,2600,Winter 2001
19849,,OVA,10,Finished Airing,5 min. per ep.,G - All Ages,5.51,8359,10532,
7791,K-ON! Season 2,TV,26,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.14,383,183,Spring 2010
747,Embracing Love,OVA,2,Finished Airing,30 min. per ep.,R+ - Mild Nudity,6.93,,2808,
11009,Pokemon 4D: Pikachu&#039;s Ocean Adventure,Movie,1,Finished Airing,14 min.,PG - Children,7.13,3092,4395,
8726,And Yet The Town Moves,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.47,1744,1826,Fall 2010
20229,,Movie,1,Finished Airing,50 min.,G - All Ages,7.89,11140,11647,
33155,,Special,1,Finished Airing,3 min.,PG-13 - Teens 13 or older,6.24,6612,6987,
10869,Scan2Go,TV,52,Finished Airing,25 min. per ep.,G - All Ages,6.23,6660,8158,Summer 2010
12589,,Movie,1,Finished Airing,43 min.,G - All Ages,6.14,6954,10118,
3981,Classroom of Atonement,OVA,2,Finished Airing,30 min. per ep.,Rx - Hentai,5.36,,6999,
15813,Magical Sisters Yoyo & Nene,Movie,1,Finished Airing,1 hr. 40 min.,G - All Ages,7.57,1431,3511,
36951,,Special,1,Not yet aired,Unknown,PG-13 - Teens 13 or older,0,,4411,
33462,Miss Bernard said.,TV,12,Finished Airing,3 min. per ep.,PG-13 - Teens 13 or older,6.03,7274,3130,Fall 2016
12569,,Movie,1,Finished Airing,25 min.,G - All Ages,6,7349,10351,
34908,,Movie,1,Finished Airing,4 min.,G - All Ages,5.56,8261,12271,
1586,,OVA,2,Finished Airing,27 min. per ep.,PG - Children,5.81,7768,6326,
1778,,TV,26,Finished Airing,24 min. per ep.,PG - Children,7.22,2710,7079,Fall 2005
20057,Space Dandy,TV,13,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.88,748,468,Winter 2014
32150,,Special,1,Finished Airing,1 min.,G - All Ages,5.78,7835,11883,
18637,,Movie,1,Finished Airing,20 min.,G - All Ages,6.3,6416,9331,
6828,The Sun and the Frogs,Movie,1,Finished Airing,1 min.,G - All Ages,4.2,9424,9730,
30347,,OVA,2,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.77,949,1245,
14249,,Movie,1,Finished Airing,8 min.,G - All Ages,6.14,6976,10857,
18893,Arpeggio of Blue Steel -Ars Nova-,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.5,1623,821,Fall 2013
35334,ClassicaLoid 2,TV,25,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.47,5712,5092,Fall 2017
36755,,OVA,1,Finished Airing,16 min.,Rx - Hentai,6.49,,7015,
3164,,TV,13,Finished Airing,5 min. per ep.,G - All Ages,6.81,10544,10404,Fall 2007
2632,,Special,1,Finished Airing,22 min.,PG - Children,6.84,4139,8833,
2199,Ringing Bell,Movie,1,Finished Airing,46 min.,PG-13 - Teens 13 or older,7.17,2916,4822,
1286,,OVA,1,Finished Airing,48 min.,R+ - Mild Nudity,5.13,8910,4815,
15211,,OVA,6,Finished Airing,12 min. per ep.,G - All Ages,5.43,11419,10531,
34561,Re:CREATORS,TV,22,Finished Airing,24 min. per ep.,R - 17+ (violence & profanity),7.69,1138,347,Spring 2017
515,Legend of Crystania: The Motion Picture,Movie,1,Finished Airing,1 hr. 20 min.,PG-13 - Teens 13 or older,6.12,7025,5670,
33907,,Music,1,Finished Airing,1 min.,G - All Ages,4.7,9266,12390,
238,Flame of Recca,TV,42,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,7.42,1948,1730,Summer 1997
5990,,OVA,1,Finished Airing,42 min.,PG-13 - Teens 13 or older,5.63,8137,9763,
27989,Sound! Euphonium,TV,13,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,8.02,530,367,Spring 2015
36838,,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.85,25,1724,Winter 2018
1200,Gun Samurai,TV,26,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.06,7203,4956,Spring 2006
32644,,ONA,1,Finished Airing,37 sec.,G - All Ages,4.03,12752,13009,
2769,,TV,25,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,6.49,5635,8990,Fall 1984
24031,Denki-gai,TV,12,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,7.27,2517,1035,Fall 2014
37421,,Special,1,Finished Airing,15 sec.,G - All Ages,5,11197,14097,
3975,,TV,141,Finished Airing,23 min. per ep.,G - All Ages,6.66,12542,10281,Spring 2008
29583,,Special,1,Finished Airing,16 min.,PG-13 - Teens 13 or older,7.35,2241,3379,
22839,,Special,1,Finished Airing,2 min.,G - All Ages,7.5,1629,1904,
10935,Wandering Son Specials,Special,2,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,7.7,1107,4512,
37711,Love and Lies,OVA,2,Not yet aired,Unknown,PG-13 - Teens 13 or older,0,,3975,
9880,,Movie,1,Finished Airing,41 min.,G - All Ages,6.16,6899,10402,
37435,,TV,0,Not yet aired,Unknown,,0,,7948,Spring 2019
14007,Portrait of the Red,Special,1,Finished Airing,1 hr. 45 min.,PG-13 - Teens 13 or older,6.24,6614,8265,
17147,,TV,25,Finished Airing,5 min. per ep.,G - All Ages,6.5,5598,7605,Winter 2013
22273,selector infected WIXOSS,TV,12,Finished Airing,24 min. per ep.,R - 17+ (violence & profanity),7.36,2208,856,Spring 2014
33885,,Music,1,Finished Airing,1 min.,G - All Ages,5.68,8037,11421,
11769,,TV,12,Finished Airing,6 min. per ep.,R+ - Mild Nudity,6.28,6469,2624,Winter 2012
3232,,Special,2,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,6.61,5146,8070,
10250,,TV,119,Finished Airing,10 min. per ep.,G - All Ages,6.05,7250,11377,Spring 1987
15771,Saint☆Young Men (Movie),Movie,1,Finished Airing,1 hr. 29 min.,PG-13 - Teens 13 or older,7.94,634,1690,
1360,Jiburiru: The Devil Angel,OVA,4,Finished Airing,30 min. per ep.,Rx - Hentai,6.58,,4312,
8986,,OVA,22,Finished Airing,24 min. per ep.,R - 17+ (violence & profanity),7.12,3141,2509,
4590,Sexual Pursuit,OVA,2,Finished Airing,30 min. per ep.,Rx - Hentai,6.81,,4672,
3675,,Special,1,Finished Airing,1 hr. 25 min.,PG-13 - Teens 13 or older,5.97,7401,8226,
33153,,OVA,2,Finished Airing,20 min. per ep.,Rx - Hentai,6.34,,6123,
33337,ACCA: 13-Territory Inspection Dept.,TV,12,Finished Airing,24 min. per ep.,R - 17+ (violence & profanity),7.73,1027,1064,Winter 2017
1396,,OVA,2,Finished Airing,58 min. per ep.,PG-13 - Teens 13 or older,6.48,5675,9896,
23855,,OVA,2,Finished Airing,15 min. per ep.,PG-13 - Teens 13 or older,5.13,9968,11653,
2687,Adventures of the Monkey King,TV,39,Finished Airing,25 min. per ep.,G - All Ages,6.49,5637,9959,Winter 1967
29543,,OVA,1,Finished Airing,15 min.,G - All Ages,5.91,10906,13330,
34350,Alice & Zoroku,TV,12,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,7.2,2797,1135,Spring 2017
36982,Mitchiri Neko,TV,13,Finished Airing,3 min. per ep.,G - All Ages,6.84,4154,5286,Winter 2018
534,Slayers,TV,26,Finished Airing,22 min. per ep.,PG-13 - Teens 13 or older,7.85,804,949,Spring 1995
32032,KADO: The Right Answer,TV,12,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,7.01,3541,1133,Spring 2017
10627,,Movie,1,Finished Airing,4 min.,G - All Ages,4.89,9134,10677,
30694,Dragon Ball Super,TV,131,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,7.78,922,278,Summer 2015
19889,,Special,4,Finished Airing,3 min. per ep.,R - 17+ (violence & profanity),6.92,3835,4881,
988,,TV,12,Finished Airing,26 min. per ep.,PG-13 - Teens 13 or older,6.28,6483,7949,Spring 2005
29389,The White Book,TV,6,Finished Airing,5 min. per ep.,G - All Ages,6,12104,13509,Spring 2007
14355,Encouragement of Climb,TV,12,Finished Airing,3 min. per ep.,G - All Ages,6.82,4256,1842,Winter 2013
11827,,OVA,4,Finished Airing,30 min. per ep.,Rx - Hentai,7.56,,3031,
35240,Princess Principal,TV,12,Finished Airing,25 min. per ep.,R - 17+ (violence & profanity),7.71,1085,922,Summer 2017
10197,,TV,12,Finished Airing,4 min. per ep.,G - All Ages,6.78,4413,2572,Summer 2011
15279,,OVA,1,Finished Airing,26 min.,G - All Ages,6.57,5335,7323,
35759,Knights of Sidonia,Unknown,0,Not yet aired,24 min.,R - 17+ (violence & profanity),0,,4601,
1587,Ghost Slayers Ayashi,TV,25,Finished Airing,20 min. per ep.,R - 17+ (violence & profanity),7,3582,3394,Fall 2006
32621,,Movie,1,Finished Airing,1 hr.,G - All Ages,5.85,11790,13488,
10588,Persona 4 the Animation,TV,25,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,7.63,1278,479,Fall 2011
6922,Fate/stay night: Unlimited Blade Works,Movie,1,Finished Airing,1 hr. 40 min.,PG-13 - Teens 13 or older,7.53,1549,609,
17649,,OVA,2,Finished Airing,45 min. per ep.,R - 17+ (violence & profanity),6,12556,11348,
35781,,OVA,1,Finished Airing,17 min.,Rx - Hentai,6.26,,6576,
33600,,ONA,13,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,6.56,11227,13479,
3254,Luv Wave,OVA,3,Finished Airing,30 min. per ep.,Rx - Hentai,6.09,,7245,
4851,,Special,1,Finished Airing,1 hr. 32 min.,PG-13 - Teens 13 or older,7.13,3083,5892,
26335,,OVA,1,Finished Airing,12 min.,G - All Ages,6.09,11385,12017,
13965,,Special,1,Finished Airing,1 min.,PG-13 - Teens 13 or older,6.1,7099,9372,
6702,Fairy Tail,TV,175,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,8.08,452,19,Fall 2009
34975,,TV,26,Finished Airing,22 min. per ep.,PG - Children,5.09,11187,7208,Summer 2017
18071,,OVA,1,Finished Airing,54 min.,PG-13 - Teens 13 or older,5.75,9806,12027,
19841,,TV,14,Finished Airing,4 min. per ep.,PG-13 - Teens 13 or older,6.93,3827,2514,Fall 2013
24641,,OVA,1,Finished Airing,33 min.,Rx - Hentai,7.5,,3193,
24021,,OVA,1,Finished Airing,30 min.,Rx - Hentai,6.85,,5915,
4480,,OVA,2,Finished Airing,30 min. per ep.,Rx - Hentai,6.12,,7256,
37223,,OVA,0,Currently Airing,16 min.,Rx - Hentai,7.5,,12819,
5199,,Special,2,Finished Airing,6 min. per ep.,PG-13 - Teens 13 or older,7.18,2904,4616,
22225,Momokyun Sword,TV,12,Finished Airing,24 min. per ep.,R+ - Mild Nudity,5.66,8089,2460,Summer 2014
9442,,OVA,3,Finished Airing,15 min. per ep.,Rx - Hentai,6.77,,4719,
31262,,Movie,1,Finished Airing,5 min.,G - All Ages,5.08,8958,11000,
33274,,TV,13,Finished Airing,3 min. per ep.,PG - Children,5.62,8161,4141,Summer 2016
32484,,OVA,2,Finished Airing,17 min. per ep.,Rx - Hentai,5.97,,5148,
35138,Astro Plan,TV,26,Finished Airing,20 min. per ep.,G - All Ages,5.67,12329,12327,Winter 2010
146,This Ugly Yet Beautiful World,TV,12,Finished Airing,24 min. per ep.,R+ - Mild Nudity,6.87,4042,1601,Spring 2004
21267,,TV,4,Finished Airing,3 min. per ep.,PG-13 - Teens 13 or older,5.72,7947,3880,Winter 2014
36289,Daybreak Interlude,Music,1,Finished Airing,5 min.,G - All Ages,7.12,3114,8766,
221,,OVA,2,Finished Airing,30 min. per ep.,Rx - Hentai,6.72,,2820,
9546,,Movie,1,Finished Airing,1 hr. 41 min.,,7.05,12097,11617,
1483,,TV,24,Finished Airing,23 min. per ep.,R - 17+ (violence & profanity),7.7,1111,3338,Fall 1998
2343,Urotsukidoji III: Return of the Overfiend,OVA,4,Finished Airing,48 min. per ep.,Rx - Hentai,5.94,,6663,
32518,,OVA,2,Finished Airing,16 min. per ep.,Rx - Hentai,7.04,,5651,
1640,Angel&#039;s Feather,OVA,2,Finished Airing,30 min. per ep.,PG-13 - Teens 13 or older,5.58,8228,2980,
22495,Hello Kitty in The Prince in His Dream Castle,OVA,1,Finished Airing,30 min.,G - All Ages,5.93,10413,12295,
35314,,OVA,1,Finished Airing,23 min.,PG-13 - Teens 13 or older,6.9,3901,2973,
34476,,Special,1,Finished Airing,6 min.,PG-13 - Teens 13 or older,3.6,11778,12128,
7082,,TV,25,Finished Airing,21 min. per ep.,PG - Children,6.71,4731,1561,Fall 2009
35952,,OVA,1,Finished Airing,59 min.,R - 17+ (violence & profanity),5.97,7412,9179,
10521,Wagnaria!!2,TV,13,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.96,609,516,Fall 2011
3335,Smart-san,TV,42,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.37,2149,6820,Summer 1978
3540,,OVA,1,Finished Airing,30 min.,Rx - Hentai,4.67,,8903,
8879,,TV,3,Finished Airing,23 min. per ep.,G - All Ages,5.48,9995,11509,Spring 1965
5993,,OVA,2,Finished Airing,30 min. per ep.,Rx - Hentai,6.45,,6462,
22493,Pochacco in Jack and the Beanstalk,OVA,1,Finished Airing,15 min.,G - All Ages,5.92,11783,12040,
2710,,Movie,1,Finished Airing,45 min.,G - All Ages,6.64,5024,10276,
594,Naruto: The Lost Story - Mission: Protect the Waterfall Village,Special,1,Finished Airing,40 min.,PG-13 - Teens 13 or older,6.84,4157,1360,
23229,,TV,13,Finished Airing,2 min. per ep.,PG-13 - Teens 13 or older,5.71,7980,7360,Spring 2014
2520,Dragon Ball Specials,Special,2,Finished Airing,12 min. per ep.,PG - Children,6.91,3870,2783,
20087,,TV,5,Finished Airing,5 min. per ep.,PG-13 - Teens 13 or older,4.58,12500,11680,Spring 2007
34779,,ONA,11,Not yet aired,12 min. per ep.,G - All Ages,0,,10228,
4130,,ONA,24,Finished Airing,3 min. per ep.,G - All Ages,5.91,7550,2833,
1479,,Special,1,Finished Airing,1 hr. 31 min.,PG-13 - Teens 13 or older,7.55,1485,5928,
27727,Cute High Earth Defense Club LOVE!,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.05,3358,1415,Winter 2015
25461,,Movie,1,Finished Airing,6 min.,G - All Ages,5.24,8771,10180,
16780,One Million Year Dinosaur Dddli,Movie,1,Finished Airing,1 hr. 15 min.,,4.14,10263,12827,
34432,,Music,1,Finished Airing,3 min.,R+ - Mild Nudity,5.46,8423,12701,
2617,,Special,2,Finished Airing,18 min. per ep.,PG - Children,6.57,5325,5184,
33094,WWW.WAGNARIA!!,TV,13,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,7.55,1514,1020,Fall 2016
31309,,ONA,1,Finished Airing,55 sec.,G - All Ages,5.04,8998,9867,
33808,Girl Friend Note,ONA,3,Finished Airing,10 min. per ep.,G - All Ages,6.22,6685,6373,
23765,,Special,2,Finished Airing,15 min. per ep.,G - All Ages,4.24,12736,11846,
8373,,TV,52,Finished Airing,25 min. per ep.,G - All Ages,6.39,6050,7249,Fall 1982
209,R.O.D -The TV-,TV,26,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,7.61,1339,1471,Fall 2003
33358,,OVA,1,Finished Airing,17 min.,G - All Ages,6.06,11126,11339,
30065,,Movie,1,Finished Airing,3 min.,G - All Ages,5.29,8707,12018,
19669,Kuroko&#039;s Basketball OVA,OVA,1,Finished Airing,23 min.,PG-13 - Teens 13 or older,7.7,1110,1971,
31699,,TV,243,Finished Airing,1 min. per ep.,G - All Ages,5.7,10264,10937,Spring 2015
35408,Two Worlds,Movie,1,Finished Airing,16 min.,G - All Ages,5.53,10141,13269,
30721,Hackadoll The Animation,TV,13,Finished Airing,7 min. per ep.,PG-13 - Teens 13 or older,6.51,5553,2200,Fall 2015
28369,,Special,2,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.36,6153,9968,
10823,,OVA,1,Finished Airing,20 min.,PG-13 - Teens 13 or older,6.79,4367,6722,
9509,Purple Eyes in the Dark,Music,1,Finished Airing,31 min.,PG-13 - Teens 13 or older,5,9046,8760,
13047,,OVA,1,Finished Airing,51 min.,G - All Ages,6.73,4612,9297,
2689,Zillion: Burning Night,Special,1,Finished Airing,45 min.,PG-13 - Teens 13 or older,6.01,7319,8959,
