anime_id,title_english,type,episodes,status,duration,rating,score,rank,popularity,premiered
9907,,Music,1,Finished Airing,5 min.,PG-13 - Teens 13 or older,7.2,2799,3213,
19279,,Special,1,Finished Airing,2 min.,G - All Ages,5.45,8459,9872,
16784,,Movie,1,Finished Airing,1 hr. 20 min.,,4.56,11183,12923,
18631,,OVA,2,Finished Airing,45 min. per ep.,R+ - Mild Nudity,5.63,11394,12202,
35143,,ONA,1,Finished Airing,2 min.,G - All Ages,3.77,12776,12269,
7473,Rennyo and His Mother,Movie,1,Finished Airing,1 hr. 33 min.,PG - Children,6.21,11866,11431,
32800,,Music,1,Finished Airing,5 min.,PG-13 - Teens 13 or older,5.17,8867,12598,
4475,,Movie,1,Finished Airing,13 min.,G - All Ages,6.43,5901,6856,
11523,,OVA,1,Finished Airing,30 min.,Rx - Hentai,6.43,,6634,
10506,,TV,0,Currently Airing,Unknown,,5.46,12034,10676,Spring 2011
33258,,ONA,1,Finished Airing,9 min.,PG-13 - Teens 13 or older,3.9,11849,11006,
30429,,Music,1,Finished Airing,6 min.,PG-13 - Teens 13 or older,4.67,9285,11920,
5504,Polyphonica Crimson S,TV,12,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,7.28,2504,2702,Spring 2009
29459,,Music,1,Finished Airing,2 min.,G - All Ages,5.02,9032,12626,
24315,,Music,1,Finished Airing,4 min.,G - All Ages,5.57,8255,12019,
2999,The Phoenix: Chapter of Yamato,OVA,1,Finished Airing,48 min.,PG-13 - Teens 13 or older,6.95,3736,7664,
37481,,TV,0,Not yet aired,Unknown,,0,,7285,Summer 2018
36049,Dagashi Kashi 2,TV,12,Finished Airing,12 min. per ep.,PG-13 - Teens 13 or older,6.98,3636,1347,Winter 2018
14471,,OVA,1,Finished Airing,27 min.,Rx - Hentai,4.82,,9563,
32212,,TV,0,Not yet aired,Unknown,,0,,4287,
37446,The Master of Ragnarok & Blesser of Einherjar,TV,0,Not yet aired,Unknown,,0,,6037,Summer 2018
2460,,Movie,1,Finished Airing,1 hr. 6 min.,PG-13 - Teens 13 or older,7.42,1939,5400,
4264,Ultraviolet: Code 044,TV,12,Finished Airing,24 min. per ep.,R - 17+ (violence & profanity),6,7362,5065,Summer 2008
34119,,Special,1,Finished Airing,15 sec.,G - All Ages,3.39,10067,13515,
7052,,OVA,4,Finished Airing,28 min. per ep.,R+ - Mild Nudity,6.3,12090,10162,
9328,,OVA,1,Finished Airing,30 min.,Rx - Hentai,6.66,,4060,
3745,,Movie,1,Finished Airing,1 hr. 27 min.,G - All Ages,7.12,3113,6052,
23721,,TV,26,Finished Airing,3 min. per ep.,PG - Children,6.94,9799,12290,Spring 2014
35980,Oh! Crock,ONA,1,Finished Airing,57 sec.,G - All Ages,4.17,11572,13718,
10465,,TV,12,Finished Airing,24 min. per ep.,R+ - Mild Nudity,6.3,6400,1712,Summer 2011
9600,G-Best,OVA,1,Finished Airing,26 min.,R+ - Mild Nudity,5.41,,6894,
36946,,Movie,1,Not yet aired,Unknown,PG-13 - Teens 13 or older,0,,2518,
34008,,OVA,2,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,6.77,4439,4703,
22069,,OVA,1,Finished Airing,1 hr. 20 min.,Rx - Hentai,7.62,,4020,
25291,,Special,1,Finished Airing,15 sec.,G - All Ages,4.96,9080,9266,
332,Magical Circle Guru Guru 2,TV,38,Finished Airing,23 min. per ep.,G - All Ages,7.38,2105,6366,Spring 2000
10688,,Movie,1,Finished Airing,13 min.,PG-13 - Teens 13 or older,6.11,7062,8214,
5037,,Special,3,Finished Airing,3 min. per ep.,PG-13 - Teens 13 or older,6.85,4127,6594,
9733,,Music,1,Finished Airing,3 min.,G - All Ages,7.09,3246,6230,
37422,,TV,0,Not yet aired,Unknown,PG-13 - Teens 13 or older,0,,7730,Summer 2018
8626,,Music,1,Finished Airing,3 min.,G - All Ages,5.77,7860,6839,
29613,,Movie,1,Finished Airing,25 min.,PG - Children,5.64,11749,12125,
2882,Superbook,TV,26,Finished Airing,24 min. per ep.,G - All Ages,5.92,7514,7726,Fall 1981
35490,,Movie,1,Finished Airing,11 min.,G - All Ages,5.6,12373,13722,
6574,Hanamaru Kindergarten,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.4,2018,1546,Winter 2010
6303,,TV,54,Finished Airing,25 min. per ep.,PG - Children,6.47,5730,8557,Spring 1967
35407,Rhythm,Movie,1,Finished Airing,2 min.,G - All Ages,4.43,9380,11932,
16303,,TV,23,Finished Airing,24 min. per ep.,PG - Children,6,9863,11621,Spring 1984
20799,,Movie,1,Finished Airing,40 min.,G - All Ages,6.4,11533,12203,
19945,,Special,5,Finished Airing,29 sec. per ep.,G - All Ages,5.35,8618,4917,
10758,,Movie,1,Finished Airing,Unknown,G - All Ages,5.89,7596,10600,
30771,,Music,1,Finished Airing,7 min.,PG-13 - Teens 13 or older,7.35,2245,6023,
5940,The Sacred Blacksmith,TV,12,Finished Airing,24 min. per ep.,R+ - Mild Nudity,6.9,3930,811,Fall 2009
18967,,OVA,1,Finished Airing,57 min.,PG-13 - Teens 13 or older,5.85,12866,12533,
22239,,Special,1,Finished Airing,3 min.,PG - Children,5.55,8283,11076,
33542,,Special,0,Currently Airing,30 sec.,G - All Ages,5.14,11149,10548,
3932,,TV,39,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.41,5963,9292,Fall 1976
3356,Sally the Witch,TV,109,Finished Airing,30 min. per ep.,G - All Ages,6.46,5759,6918,Winter 1967
29455,,Music,1,Finished Airing,2 min.,G - All Ages,5.11,8931,11731,
932,,OVA,1,Finished Airing,11 min.,PG-13 - Teens 13 or older,6.14,6960,4522,
32748,,Music,1,Finished Airing,4 min.,G - All Ages,5.84,7715,11355,
10378,The Squid Girl 2,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.59,1391,1388,Fall 2011
31239,Kotori Samba,TV,240,Finished Airing,1 min. per ep.,G - All Ages,4.77,10981,12449,Spring 2015
4807,Spirit Hero Wataru 2,TV,46,Finished Airing,24 min. per ep.,G - All Ages,6.97,3685,9111,Spring 1990
1331,,OVA,3,Finished Airing,25 min. per ep.,Rx - Hentai,6.26,,5303,
37618,,ONA,0,Not yet aired,Unknown,PG-13 - Teens 13 or older,0,,12811,
37244,,TV,8,Finished Airing,5 min. per ep.,G - All Ages,4.33,10165,13886,Winter 2018
24807,,ONA,1,Finished Airing,1 min.,G - All Ages,4.83,9188,11483,
5080,,OVA,1,Finished Airing,29 min.,PG-13 - Teens 13 or older,6.21,6730,4008,
33589,,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.26,2594,2052,Fall 2016
35964,Basilisk: The Ouka Ninja Scrolls,TV,24,Currently Airing,23 min. per ep.,R - 17+ (violence & profanity),5.9,7561,2732,Winter 2018
5583,,ONA,1,Finished Airing,11 min.,G - All Ages,6.55,5428,5098,
2447,Mother Knows Breast,OVA,2,Finished Airing,30 min. per ep.,Rx - Hentai,6.18,,5256,
7588,House of Five Leaves,TV,12,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,7.89,725,1507,Spring 2010
31780,,Music,1,Finished Airing,6 min.,PG-13 - Teens 13 or older,7.41,1977,4739,
1337,,TV,25,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.3,6380,6520,Fall 1973
4320,,OVA,1,Finished Airing,1 hr. 19 min.,PG-13 - Teens 13 or older,6.7,4766,5020,
33605,Spiritpact,ONA,20,Finished Airing,14 min. per ep.,PG-13 - Teens 13 or older,7.13,3081,1927,
17100,My name is Dokgo Tak,Movie,1,Finished Airing,1 hr. 10 min.,G - All Ages,5.43,11366,12837,
3146,,TV,13,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,6.75,4528,6919,Winter 2007
31261,,Movie,1,Finished Airing,5 min.,G - All Ages,4.72,9253,11442,
6654,The Dull Sword,Movie,1,Finished Airing,4 min.,G - All Ages,5.71,7981,5944,
261,,TV,13,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.93,3811,3509,Summer 2003
4664,,Special,1,Finished Airing,25 min.,PG-13 - Teens 13 or older,7.38,2129,4069,
22035,,Movie,1,Finished Airing,1 hr.,PG - Children,5.27,12212,12264,
37723,,Special,1,Finished Airing,30 sec.,G - All Ages,4.23,11898,14054,
32626,,Movie,1,Finished Airing,11 min.,G - All Ages,4.89,10988,12872,
8584,Future War Year 198X,Movie,1,Finished Airing,2 hr. 5 min.,PG-13 - Teens 13 or older,6.22,6681,8795,
27741,,TV,13,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,6.66,4944,5044,Winter 2015
23699,,OVA,2,Finished Airing,50 min. per ep.,R+ - Mild Nudity,4.41,11004,11584,
5996,,Special,1,Finished Airing,22 min.,PG-13 - Teens 13 or older,6.97,3694,4713,
930,Space Runaway Ideon,TV,39,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,7.02,3491,4092,Spring 1980
17391,,Special,4,Finished Airing,5 min. per ep.,PG-13 - Teens 13 or older,7.15,3014,3297,
10196,,OVA,1,Finished Airing,30 min.,R+ - Mild Nudity,6.56,5368,2602,
22977,,Movie,1,Finished Airing,1 hr. 15 min.,G - All Ages,5.93,10698,12219,
10728,,OVA,2,Finished Airing,30 min. per ep.,Rx - Hentai,6.26,,6850,
25099,Shomin Sample,TV,12,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,7.03,3471,682,Fall 2015
28051,Three Brave Frogs,Movie,1,Finished Airing,6 min.,G - All Ages,4.93,9098,10687,
22865,Invaders of the Rokujyoma!?,TV,12,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,7.29,2473,820,Summer 2014
4532,Brave of the Sun Fighbird,TV,48,Finished Airing,23 min. per ep.,G - All Ages,7.15,3014,7898,Winter 1991
23275,,OVA,5,Not yet aired,Unknown,,0,,7543,
7455,,OVA,1,Finished Airing,30 min.,Rx - Hentai,5.53,,7215,
3434,Bumpety Boo,TV,130,Finished Airing,10 min. per ep.,PG - Children,6.14,6958,8601,Spring 1985
15979,,ONA,10,Finished Airing,40 sec. per ep.,PG-13 - Teens 13 or older,6.22,6679,5257,
26347,,ONA,4,Finished Airing,4 min. per ep.,G - All Ages,5.25,8757,11748,
616,,TV,35,Finished Airing,24 min. per ep.,PG - Children,6.77,4461,7028,Summer 1995
503,The Eternal Aseria,OVA,2,Finished Airing,30 min. per ep.,PG-13 - Teens 13 or older,5.59,8207,5635,
33138,,OVA,1,Finished Airing,17 min.,Rx - Hentai,6.46,,6138,
36750,,Special,1,Finished Airing,15 sec.,R+ - Mild Nudity,5.03,9019,13016,
752,Fish in the Trap,OVA,1,Finished Airing,27 min.,R+ - Mild Nudity,5.08,8959,4483,
27683,,Movie,1,Finished Airing,20 min.,PG - Children,5.88,12223,12571,
35382,"Yuri!!! On ICE: Yuri Plisetsky GPF in Barcelona EX ""Welcome to The Madness""",Special,1,Finished Airing,2 min.,PG-13 - Teens 13 or older,8.12,419,2384,
5784,,OVA,4,Finished Airing,25 min. per ep.,R+ - Mild Nudity,6.88,,2555,
34661,An Encore and Continuance: Pandora&#039;s Box,ONA,1,Finished Airing,8 min.,PG - Children,6.4,5998,7343,
1919,,OVA,11,Finished Airing,32 min. per ep.,PG-13 - Teens 13 or older,7.52,1596,5827,
7908,Love2 Police,OVA,1,Finished Airing,30 min.,Rx - Hentai,5.43,,9809,
10260,Legend of the Heroes: Trails in the Sky,OVA,2,Finished Airing,43 min. per ep.,PG-13 - Teens 13 or older,6.72,4654,3460,
37764,,Movie,1,Not yet aired,Unknown,PG-13 - Teens 13 or older,0,,7565,
4017,Magical Moe,OVA,1,Finished Airing,24 min.,Rx - Hentai,5.31,,8064,
37710,,Special,1,Finished Airing,23 min.,PG-13 - Teens 13 or older,6.46,5756,9032,
36657,Stone Age,TV,52,Currently Airing,10 min. per ep.,G - All Ages,6,12270,13866,Summer 2017
31139,"Rainy Cocoa, Welcome to Rainy Color",TV,12,Finished Airing,2 min. per ep.,PG - Children,4.87,9135,4185,Fall 2015
35446,,OVA,0,Currently Airing,20 min.,Rx - Hentai,6.91,,5897,
145,His and Her Circumstances,TV,26,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.64,1250,702,Fall 1998
8800,Night Raid 1931 Specials,Special,3,Finished Airing,23 min. per ep.,R - 17+ (violence & profanity),6.96,3719,5248,
2107,One Piece The Movie: Episode of Alabasta - The Desert Princess and the Pirates,Movie,1,Finished Airing,1 hr. 30 min.,PG-13 - Teens 13 or older,7.42,1945,1832,
35402,An Expression,Movie,1,Finished Airing,3 min.,G - All Ages,3.85,9463,10486,
29445,,Special,2,Finished Airing,24 min. per ep.,G - All Ages,5.77,10158,13386,
34893,Ancien and the Magic Tablet: Another Story,ONA,2,Finished Airing,12 min. per ep.,G - All Ages,6.31,6337,7119,
28817,Mikagura School Suite,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.8,4326,1326,Spring 2015
8524,,Movie,1,Finished Airing,24 min.,PG-13 - Teens 13 or older,6.44,5858,10476,
32366,,OVA,2,Finished Airing,26 min. per ep.,PG-13 - Teens 13 or older,8.5,104,1979,
30019,,Movie,1,Finished Airing,10 min.,G - All Ages,5.27,8741,11756,
29988,,Movie,1,Finished Airing,4 min.,R+ - Mild Nudity,4.47,9368,10900,
26247,Mina Smiles,OVA,1,Finished Airing,16 min.,G - All Ages,6.46,11255,13456,
673,My-Hime Specials,Special,27,Finished Airing,1 min. per ep.,PG-13 - Teens 13 or older,7.02,3502,3692,
13411,Guilty Crown: Lost Christmas,OVA,1,Finished Airing,14 min.,R - 17+ (violence & profanity),7.06,3336,1238,
3713,Hell Girl: Three Vessels,TV,26,Finished Airing,24 min. per ep.,R - 17+ (violence & profanity),7.75,993,1131,Fall 2008
2521,,TV,13,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,5.44,8476,7203,Spring 2001
36896,,Movie,1,Not yet aired,Unknown,PG-13 - Teens 13 or older,0,,1494,
1826,Deltora Quest,TV,65,Finished Airing,25 min. per ep.,PG - Children,7.08,3256,3175,Winter 2007
29609,,Special,1,Finished Airing,27 sec.,G - All Ages,5.08,8955,11316,
2676,Doraemon the Movie: Nobita&#039;s Three Visionary Swordsmen,Movie,1,Finished Airing,1 hr. 40 min.,PG - Children,7.42,1925,7091,
2642,,Movie,1,Finished Airing,15 min.,G - All Ages,5.39,10009,11668,
31068,Spellbound! Magical Princess Lilpri,TV,51,Finished Airing,5 min. per ep.,PG - Children,6.87,4039,8664,Spring 2011
22585,,TV,24,Finished Airing,5 min. per ep.,PG-13 - Teens 13 or older,5.5,11539,11757,Spring 2012
35913,Arctic Adventure: On Frozen Pond,Movie,1,Finished Airing,1 hr. 27 min.,PG - Children,4.2,11854,14070,
20853,Chaika -The Coffin Princess-,TV,12,Finished Airing,24 min. per ep.,R - 17+ (violence & profanity),7.41,1972,326,Spring 2014
1723,Clannad The Motion Picture,Movie,1,Finished Airing,1 hr. 33 min.,PG-13 - Teens 13 or older,7.32,2328,749,
4451,,OVA,2,Finished Airing,45 min. per ep.,R+ - Mild Nudity,6.3,6407,8049,
1376,,OVA,13,Finished Airing,25 min. per ep.,G - All Ages,7.78,929,4885,
4936,Ninja Hattori-kun,TV,694,Finished Airing,10 min. per ep.,G - All Ages,6.9,3923,5876,Fall 1981
4488,,OVA,3,Finished Airing,29 min. per ep.,Rx - Hentai,6,,8070,
33478,UQ Holder!,TV,12,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,7.14,3062,1213,Fall 2017
25641,,Music,1,Finished Airing,6 min.,G - All Ages,6.19,6797,8637,
9327,,OVA,2,Finished Airing,30 min. per ep.,Rx - Hentai,5.99,,6798,
2404,Zombie-Loan,TV,11,Finished Airing,23 min. per ep.,R - 17+ (violence & profanity),7.01,3551,815,Summer 2007
208,R.O.D - Read or Die,OVA,3,Finished Airing,33 min. per ep.,PG-13 - Teens 13 or older,7.75,1000,1590,
25365,"Diancie, Princess of the Diamond Domain",Special,1,Finished Airing,5 min.,PG - Children,6.36,6163,5437,
2707,,TV,97,Finished Airing,24 min. per ep.,PG - Children,6.93,3815,9359,Winter 2005
22503,,TV,10,Finished Airing,10 min. per ep.,G - All Ages,5.47,12647,10661,Winter 2014
11235,Amagami SS+ plus,TV,13,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.56,1452,911,Winter 2012
36545,Fox Spirit Matchmaker 5th Season,ONA,15,Finished Airing,15 min. per ep.,PG-13 - Teens 13 or older,7.7,1108,6727,
28953,The Undertaker and the Dog,Movie,1,Finished Airing,4 min.,G - All Ages,5.19,8850,9902,
18097,,TV,43,Finished Airing,23 min. per ep.,G - All Ages,6.98,3641,2988,Spring 2013
23641,,Movie,1,Finished Airing,16 min.,G - All Ages,6.57,12561,12974,
152,,TV,24,Finished Airing,23 min. per ep.,R - 17+ (violence & profanity),7.35,2259,2583,Fall 2005
3888,The Invisible Stud,OVA,2,Finished Airing,27 min. per ep.,Rx - Hentai,6.7,,4615,
622,Sandglass of Summer Colors,OVA,2,Finished Airing,30 min. per ep.,PG-13 - Teens 13 or older,6.64,5026,4296,
14231,,OVA,1,Finished Airing,25 min.,PG-13 - Teens 13 or older,6.21,6721,8971,
17371,,ONA,3,Finished Airing,14 min. per ep.,Rx - Hentai,5.97,,4374,
10351,,Special,1,Finished Airing,7 min.,PG-13 - Teens 13 or older,7.09,3245,5232,
17113,,Movie,1,Finished Airing,1 hr. 36 min.,G - All Ages,7.04,3403,8149,
30382,,TV,26,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,5.86,7662,3041,Summer 2015
12699,,Special,5,Finished Airing,5 min. per ep.,G - All Ages,6.74,4603,5696,
26159,,ONA,1,Finished Airing,32 min.,PG-13 - Teens 13 or older,5.58,12086,10941,
31181,Owarimonogatari,TV,12,Finished Airing,26 min. per ep.,R - 17+ (violence & profanity),8.44,144,393,Fall 2015
37109,,Special,1,Not yet aired,24 min.,PG-13 - Teens 13 or older,0,,6298,
24459,Tales of Zestiria: Dawn of the Shepherd,Special,1,Finished Airing,44 min.,PG-13 - Teens 13 or older,7.48,1713,2082,
33583,,TV,52,Finished Airing,22 min. per ep.,PG - Children,5.43,11383,13163,
2665,Doraemon the Movie: Nobita and the Steel Troops,Movie,1,Finished Airing,1 hr. 40 min.,PG - Children,7.46,1764,6926,
3808,Futari Daka,TV,36,Finished Airing,25 min. per ep.,G - All Ages,6.18,6826,10121,Fall 1984
8919,,OVA,1,Finished Airing,25 min.,G - All Ages,6.12,7032,10097,
3239,,OVA,38,Finished Airing,26 min. per ep.,Rx - Hentai,6.44,,5419,
1289,Mobile Police Patlabor: The New Files,OVA,16,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,7.55,1497,4857,
21201,,Special,2,Finished Airing,2 min. per ep.,PG-13 - Teens 13 or older,6.65,4993,4220,
2108,MegaMan: Axess,TV,51,Finished Airing,24 min. per ep.,PG - Children,7.25,2626,3528,Fall 2003
10765,,OVA,1,Finished Airing,28 min.,G - All Ages,7.54,1523,4848,
22449,Hello Kitty in Puss in Boots,OVA,1,Finished Airing,15 min.,G - All Ages,5.95,10397,11767,
21013,,TV,51,Finished Airing,22 min. per ep.,PG - Children,6.06,7208,4843,Spring 2014
82,Mobile Suit Gundam 0080: War in the Pocket,OVA,6,Finished Airing,27 min. per ep.,PG-13 - Teens 13 or older,7.87,764,2124,
32041,,Movie,1,Finished Airing,11 min.,G - All Ages,6.25,6585,9932,
10568,Heaven&#039;s Memo Pad,TV,12,Finished Airing,26 min. per ep.,R - 17+ (violence & profanity),7.64,1247,494,Summer 2011
10774,,TV,51,Finished Airing,28 min. per ep.,PG - Children,6.39,6051,10633,Spring 1994
34336,,Special,2,Finished Airing,3 min. per ep.,PG-13 - Teens 13 or older,4.39,10234,12339,
2515,,OVA,1,Finished Airing,23 min.,PG-13 - Teens 13 or older,7.36,2177,3803,
16245,,Special,1,Finished Airing,30 min.,G - All Ages,6.31,11985,11722,
29731,,ONA,1,Finished Airing,5 min.,G - All Ages,4.82,9185,10876,
2696,Crusher Joe: The OVAs,OVA,2,Finished Airing,57 min. per ep.,R - 17+ (violence & profanity),6.64,5002,7244,
301,,TV,13,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,6.35,6178,5250,Summer 2003
5398,,OVA,2,Finished Airing,30 min. per ep.,Rx - Hentai,5.58,,8184,
2234,,TV,30,Finished Airing,5 min. per ep.,PG - Children,6.45,5807,7378,Spring 2004
2698,Sanctuary,OVA,1,Finished Airing,1 hr. 7 min.,R+ - Mild Nudity,6.4,6007,6712,
33803,SENGOKUCHOJYUGIGA,TV,13,Finished Airing,3 min. per ep.,PG-13 - Teens 13 or older,5.9,7576,5001,Fall 2016
6344,"Corpse Princess: Kuro - Even So, As a Person",Special,1,Finished Airing,23 min.,R - 17+ (violence & profanity),7.08,3283,3533,
34979,,TV,32,Finished Airing,9 min. per ep.,G - All Ages,5.81,7787,9099,Spring 2017
830,Sexfriend,OVA,2,Finished Airing,30 min. per ep.,Rx - Hentai,6.78,,3463,
7583,,OVA,2,Finished Airing,30 min. per ep.,Rx - Hentai,6.48,,5771,
8546,"Dr. Slump: ""Hoyoyo!"" Space Adventure",Movie,1,Finished Airing,1 hr. 30 min.,PG-13 - Teens 13 or older,6.57,5322,8618,
498,Great Planet Evil-Destroyer Dangaio,OVA,3,Finished Airing,45 min. per ep.,PG-13 - Teens 13 or older,6.23,6648,5869,
6181,,OVA,1,Finished Airing,28 min.,PG-13 - Teens 13 or older,5.18,8860,8699,
29483,,Special,1,Finished Airing,5 min.,PG - Children,4.5,11858,13166,
8357,,Movie,1,Finished Airing,1 hr. 35 min.,G - All Ages,5.06,10457,11189,
11341,Detective Opera Milky Holmes 2,TV,12,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,7.27,2542,3226,Winter 2012
28401,,TV,13,Finished Airing,5 min. per ep.,PG-13 - Teens 13 or older,5.63,8145,9292,Winter 2015
36281,Lilt,ONA,1,Finished Airing,13 sec.,G - All Ages,3.75,11077,13602,
33209,,ONA,14,Finished Airing,15 min. per ep.,PG-13 - Teens 13 or older,7.67,1167,4244,
33150,,OVA,1,Finished Airing,17 min.,PG-13 - Teens 13 or older,6.68,4836,8861,
30103,,Music,1,Finished Airing,3 min.,G - All Ages,6.63,5076,8603,
28641,The Great Rabbit,Movie,1,Finished Airing,7 min.,G - All Ages,4.65,9288,9318,
23611,,Movie,1,Finished Airing,55 min.,PG - Children,5.91,9778,13171,
12771,,TV,130,Finished Airing,5 min. per ep.,G - All Ages,5.39,12789,11742,Spring 1992
2777,,OVA,1,Finished Airing,27 min.,,4,9455,8640,
7536,,Movie,1,Finished Airing,1 hr. 58 min.,R - 17+ (violence & profanity),6.78,4424,8086,
5878,,OVA,1,Finished Airing,1 hr. 33 min.,PG-13 - Teens 13 or older,5.74,7918,9437,
33400,,Music,1,Finished Airing,3 min.,PG-13 - Teens 13 or older,4.51,10626,13329,
29800,,Movie,1,Finished Airing,2 min.,G - All Ages,5.21,8820,12104,
2268,Transformers: Generation 1,TV,98,Finished Airing,23 min. per ep.,PG-13 - Teens 13 or older,7.62,1312,4392,Summer 1985
17821,"Stella Women&#039;s Academy, High School Division Class C³",TV,13,Finished Airing,24 min. per ep.,PG-13 - Teens 13 or older,6.57,5347,1722,Summer 2013
19923,,OVA,1,Finished Airing,31 min.,PG-13 - Teens 13 or older,5.38,9587,10623,
2424,,Special,3,Finished Airing,5 min. per ep.,G - All Ages,7.61,1340,2542,
4392,The Plane Cabby&#039;s Lucky Day,Movie,1,Finished Airing,10 min.,G - All Ages,5.17,8872,9195,
6199,,Special,1,Finished Airing,4 min.,G - All Ages,6.86,4079,6172,
1072,Sweat Punch,OVA,5,Finished Airing,11 min. per ep.,R+ - Mild Nudity,7.54,1538,2144,
14537,,ONA,1,Finished Airing,8 min.,G - All Ages,5.86,7664,10775,
2441,,OVA,2,Finished Airing,30 min. per ep.,Rx - Hentai,6.74,,5557,
7247,,TV,52,Finished Airing,5 min. per ep.,PG - Children,6.08,7152,9828,Spring 2009
2757,,TV,39,Finished Airing,25 min. per ep.,PG-13 - Teens 13 or older,6.95,3738,7994,Spring 1995
29383,,Movie,1,Finished Airing,6 min.,PG-13 - Teens 13 or older,5.5,10693,13219,
10684,,Movie,1,Finished Airing,46 min.,PG - Children,5.26,12229,11976,
13271,,Movie,1,Finished Airing,1 hr. 37 min.,PG-13 - Teens 13 or older,7.37,2150,1283,
20385,,OVA,4,Finished Airing,7 min. per ep.,R+ - Mild Nudity,5.85,7688,9519,
33692,,ONA,1,Finished Airing,3 min.,PG - Children,5.15,8897,10193,
22645,,OVA,1,Finished Airing,30 min.,G - All Ages,6.05,10842,12690,
34705,,Movie,1,Finished Airing,Unknown,G - All Ages,5.67,12384,14114,
34937,,OVA,1,Finished Airing,18 min.,Rx - Hentai,6.33,,7238,
18639,,Special,6,Finished Airing,3 min. per ep.,PG-13 - Teens 13 or older,6.39,6048,6811,
6689,Wife-Swap Diaries,OVA,2,Finished Airing,30 min. per ep.,Rx - Hentai,6.21,,6201,
33886,,Music,1,Finished Airing,5 min.,R+ - Mild Nudity,5.27,8736,11628,
25543,,Special,1,Finished Airing,24 min.,PG-13 - Teens 13 or older,6.13,7001,7700,
8098,,Movie,1,Finished Airing,1 hr. 30 min.,PG-13 - Teens 13 or older,7.44,1871,3693,
36407,,Unknown,0,Not yet aired,Unknown,,0,,6019,
34312,,OVA,2,Finished Airing,18 min. per ep.,Rx - Hentai,6.21,,6361,
17010,,Music,1,Finished Airing,3 min.,PG-13 - Teens 13 or older,6.46,5783,8004,
17088,Little Dino Dooly,TV,6,Finished Airing,15 min. per ep.,PG - Children,6.04,7254,10676,Fall 1987
27633,,Special,6,Finished Airing,3 min. per ep.,PG-13 - Teens 13 or older,7.91,676,1146,
31640,,TV,26,Finished Airing,5 min. per ep.,G - All Ages,5.57,10145,12388,Fall 2015
17469,"Mushiking: The King of Beetles the movie ""The Road to the Greatest Champion""",Movie,1,Finished Airing,50 min.,G - All Ages,5.88,10984,11656,
9387,,OVA,1,Finished Airing,50 min.,,5.61,10224,11466,
2941,,Movie,1,Finished Airing,1 hr. 15 min.,PG-13 - Teens 13 or older,5.47,8416,8142,
5458,,Special,1,Finished Airing,23 min.,PG-13 - Teens 13 or older,7.19,2876,3421,
30051,McDull: The Pork of Music,Movie,1,Finished Airing,1 hr. 20 min.,G - All Ages,6.53,11207,13049,
1275,Can Can Bunny,OVA,6,Finished Airing,28 min. per ep.,Rx - Hentai,6.32,,6464,
5929,,Movie,1,Finished Airing,1 hr. 20 min.,G - All Ages,7.46,1774,8717,
29926,,Movie,1,Finished Airing,9 min.,G - All Ages,5.22,8798,11947,
625,,OVA,3,Finished Airing,30 min. per ep.,R+ - Mild Nudity,5.69,8019,6737,
5287,,TV,53,Finished Airing,24 min. per ep.,PG - Children,6.13,6998,9969,Fall 1977
18031,,OVA,1,Finished Airing,30 min.,G - All Ages,6.27,10388,11781,
2363,Pokemon Chronicles,TV,16,Finished Airing,20 min. per ep.,PG - Children,6.95,3753,2788,Winter 2003
21419,,Movie,1,Finished Airing,1 hr. 50 min.,G - All Ages,8.21,302,2751,
18121,Teekyu 2,TV,12,Finished Airing,2 min. per ep.,PG-13 - Teens 13 or older,6.86,4089,2610,Summer 2013
10108,Oreimo Animated Commentary,Special,16,Finished Airing,13 min. per ep.,PG-13 - Teens 13 or older,7.05,3379,2870,
32889,Legend of Kung Fu Rabbit,Movie,1,Finished Airing,1 hr. 29 min.,PG - Children,4.61,12524,12652,
1874,,Special,4,Finished Airing,15 min. per ep.,R+ - Mild Nudity,6.14,6966,5200,
